reading_id,machine_id,timestamp,vibration,temperature,service_ticket_opened,failure_next_24h
R-000398,M-008,2023-01-17 14:00:00,2.9397,72.72,0,0
R-000399,M-008,2023-01-17 15:00:00,2.5866,70.442,0,0
R-000400,M-008,2023-01-17 16:00:00,3.2759,64.473,0,0
R-000401,M-008,2023-01-17 17:00:00,2.9306,68.221,0,0
R-000402,M-008,2023-01-17 18:00:00,3.9233,65.618,0,0
R-000403,M-008,2023-01-17 19:00:00,2.6241,62.574,0,0
R-000404,M-008,2023-01-17 20:00:00,3.274,72.115,0,0
R-000405,M-008,2023-01-17 21:00:00,3.4885,71.306,0,0
R-000406,M-008,2023-01-17 22:00:00,3.3748,70.15,1,1
R-000407,M-008,2023-01-17 23:00:00,4.0551,68.437,1,1
R-000408,M-008,2023-01-18 00:00:00,2.5968,70.28,0,0
R-000409,M-008,2023-01-18 01:00:00,3.151,66.707,0,0
R-000410,M-008,2023-01-18 02:00:00,3.1987,61.173,0,0
R-000411,M-008,2023-01-18 03:00:00,3.8418,67.304,0,0
R-000412,M-008,2023-01-18 04:00:00,2.3944,73.931,0,0
R-000413,M-008,2023-01-18 05:00:00,2.3177,65.961,0,0
R-000414,M-008,2023-01-18 06:00:00,2.9452,69.752,0,0
R-000415,M-008,2023-01-18 07:00:00,3.2986,64.092,0,0
R-000416,M-008,2023-01-18 08:00:00,2.8487,74.667,0,0
R-000417,M-008,2023-01-18 09:00:00,2.8089,64.62,0,0
R-000418,M-008,2023-01-18 10:00:00,2.9694,67.702,0,0
R-000419,M-008,2023-01-18 11:00:00,3.3238,65.008,0,0
R-000420,M-008,2023-01-18 12:00:00,3.5766,66.775,1,1
R-000421,M-008,2023-01-18 13:00:00,2.8871,72.75,0,0
R-000422,M-008,2023-01-18 14:00:00,2.5738,64.099,0,0
R-000423,M-009,2023-01-18 15:00:00,3.4159,63.472,1,1
R-000424,M-009,2023-01-18 16:00:00,2.785,60.336,0,0
R-000425,M-009,2023-01-18 17:00:00,4.0795,62.501,0,0
R-000426,M-009,2023-01-18 18:00:00,3.1033,74.458,0,0
R-000427,M-009,2023-01-18 19:00:00,3.4424,63.913,0,0
R-000428,M-009,2023-01-18 20:00:00,2.691,72.854,0,0
R-000429,M-009,2023-01-18 21:00:00,3.3806,66.191,0,0
R-000430,M-009,2023-01-18 22:00:00,2.9143,65.912,0,0
R-000431,M-009,2023-01-18 23:00:00,2.8814,67.469,0,0
R-000432,M-009,2023-01-19 00:00:00,3.2745,67.255,0,0
R-000433,M-009,2023-01-19 01:00:00,3.1272,60.091,0,0
R-000434,M-009,2023-01-19 02:00:00,3.5367,66.003,0,0
R-000435,M-009,2023-01-19 03:00:00,3.1436,68.642,0,0
R-000436,M-009,2023-01-19 04:00:00,3.5427,63.162,0,0
R-000437,M-009,2023-01-19 05:00:00,3.2075,72.665,0,0
R-000438,M-009,2023-01-19 06:00:00,2.9028,70.066,0,0
R-000439,M-009,2023-01-19 07:00:00,3.6823,68.971,0,0
R-000440,M-009,2023-01-19 08:00:00,3.08,72.343,0,0
R-000441,M-009,2023-01-19 09:00:00,2.9738,71.034,0,0
R-000442,M-009,2023-01-19 10:00:00,2.8641,65.782,0,0
R-000443,M-009,2023-01-19 11:00:00,3.4583,71.11,0,0
R-000444,M-009,2023-01-19 12:00:00,2.5619,62.318,0,0
R-000445,M-009,2023-01-19 13:00:00,2.3171,71.065,0,0
R-000446,M-009,2023-01-19 14:00:00,2.9516,66.705,0,0
R-000447,M-009,2023-01-19 15:00:00,2.85,71.553,0,0
R-000448,M-009,2023-01-19 16:00:00,2.9114,71.617,0,0
R-000449,M-009,2023-01-19 17:00:00,3.3384,69.807,0,0
R-000450,M-009,2023-01-19 18:00:00,4.0674,70.876,0,0
R-000451,M-009,2023-01-19 19:00:00,3.2847,75.278,0,0
R-000452,M-009,2023-01-19 20:00:00,2.9497,65.913,0,0
R-000453,M-009,2023-01-19 21:00:00,2.537,74.205,0,0
R-000454,M-009,2023-01-19 22:00:00,2.7715,64.369,0,0
R-000455,M-009,2023-01-19 23:00:00,2.5552,68.247,0,0
R-000456,M-009,2023-01-20 00:00:00,2.3834,68.153,0,0
R-000457,M-009,2023-01-20 01:00:00,2.9402,70.692,0,0
R-000458,M-009,2023-01-20 02:00:00,3.5425,69.053,1,1
R-000459,M-009,2023-01-20 03:00:00,3.1636,74.226,0,0
R-000460,M-009,2023-01-20 04:00:00,3.1694,72.744,0,0
R-000461,M-009,2023-01-20 05:00:00,2.954,69.405,0,0
R-000462,M-009,2023-01-20 06:00:00,3.1424,67.369,0,0
R-000463,M-009,2023-01-20 07:00:00,3.0048,69.292,1,1
R-000464,M-009,2023-01-20 08:00:00,2.519,53.458,0,0
R-000465,M-009,2023-01-20 09:00:00,3.4114,68.452,0,0
R-000466,M-009,2023-01-20 10:00:00,2.9713,72.928,0,0
R-000467,M-009,2023-01-20 11:00:00,3.0414,69.782,0,0
R-000468,M-009,2023-01-20 12:00:00,2.4251,68.619,0,0
R-000469,M-009,2023-01-20 13:00:00,3.8122,65.086,0,0
R-000470,M-010,2023-01-20 14:00:00,3.8412,68.056,0,0
R-000471,M-010,2023-01-20 15:00:00,2.7012,70.474,0,0
R-000472,M-010,2023-01-20 16:00:00,2.5884,62.413,0,0
R-000473,M-010,2023-01-20 17:00:00,2.6846,71.06,0,0
R-000474,M-010,2023-01-20 18:00:00,3.5092,67.027,1,1
R-000475,M-010,2023-01-20 19:00:00,3.8111,65.245,0,0
R-000476,M-010,2023-01-20 20:00:00,2.9011,67.89,0,0
R-000477,M-010,2023-01-20 21:00:00,2.5023,68.502,0,0
R-000478,M-010,2023-01-20 22:00:00,2.6423,67.093,0,0
R-000479,M-010,2023-01-20 23:00:00,3.3959,71.439,0,0
R-000480,M-010,2023-01-21 00:00:00,3.2142,67.235,0,0
R-000481,M-010,2023-01-21 01:00:00,2.9311,68.024,0,0
R-000482,M-010,2023-01-21 02:00:00,2.7136,65.398,1,1
R-000483,M-010,2023-01-21 03:00:00,2.5081,71.597,0,0
R-000484,M-010,2023-01-21 04:00:00,3.2462,66.873,0,0
R-000485,M-010,2023-01-21 05:00:00,3.3804,66.795,0,0
R-000486,M-010,2023-01-21 06:00:00,3.5973,73.293,0,0
R-000487,M-010,2023-01-21 07:00:00,2.8137,71.622,0,0
R-000488,M-010,2023-01-21 08:00:00,3.5568,71.46,0,0
R-000489,M-010,2023-01-21 09:00:00,2.8048,67.72,0,0
R-000490,M-010,2023-01-21 10:00:00,3.0976,70.871,0,0
R-000491,M-010,2023-01-21 11:00:00,4.1938,71.167,0,0
R-000492,M-010,2023-01-21 12:00:00,3.9424,63.465,0,0
R-000493,M-010,2023-01-21 13:00:00,3.0478,67.645,0,0
R-000494,M-010,2023-01-21 14:00:00,4.2859,69.449,0,0
R-000495,M-010,2023-01-21 15:00:00,2.763,63.802,0,0
R-000496,M-010,2023-01-21 16:00:00,3.0032,69.024,0,0
R-000497,M-010,2023-01-21 17:00:00,2.2859,70.575,0,0
R-000498,M-010,2023-01-21 18:00:00,2.9991,63.981,0,0
R-000499,M-010,2023-01-21 19:00:00,3.4508,77.115,0,0
R-000500,M-010,2023-01-21 20:00:00,3.86,66.872,0,0
R-000501,M-010,2023-01-21 21:00:00,3.9902,71.792,0,0
R-000502,M-010,2023-01-21 22:00:00,3.4036,68.504,1,1
R-000503,M-010,2023-01-21 23:00:00,3.8932,68.022,0,0
R-000504,M-010,2023-01-22 00:00:00,2.4114,68.221,0,0
R-000505,M-010,2023-01-22 01:00:00,3.6526,72.167,0,0
R-000506,M-010,2023-01-22 02:00:00,3.0298,66.781,0,0
R-000507,M-010,2023-01-22 03:00:00,3.2721,67.182,0,0
R-000508,M-010,2023-01-22 04:00:00,3.0853,67.495,0,0
R-000509,M-010,2023-01-22 05:00:00,3.0214,65.191,0,0
R-000510,M-010,2023-01-22 06:00:00,3.4762,69.596,1,1
R-000511,M-010,2023-01-22 07:00:00,2.9499,66.232,1,1
R-000512,M-010,2023-01-22 08:00:00,3.2998,74.985,0,0
R-000513,M-010,2023-01-22 09:00:00,3.3175,66.208,0,0
R-000514,M-010,2023-01-22 10:00:00,3.3657,68.18,0,0
R-000515,M-010,2023-01-22 11:00:00,3.9575,76.181,0,0
R-000516,M-010,2023-01-22 12:00:00,4.1302,72.518,0,0
R-000517,M-011,2023-01-22 13:00:00,2.5069,70.38,0,0
R-000518,M-011,2023-01-22 14:00:00,3.799,68.474,0,0
R-000519,M-011,2023-01-22 15:00:00,2.909,64.122,0,0
R-000520,M-011,2023-01-22 16:00:00,3.2624,66.822,0,0
R-000521,M-011,2023-01-22 17:00:00,3.8621,72.555,0,0
R-000522,M-011,2023-01-22 18:00:00,2.36,77.243,0,0
R-000523,M-011,2023-01-22 19:00:00,3.605,68.769,0,0
R-000524,M-011,2023-01-22 20:00:00,3.1485,69.14,0,0
R-000525,M-011,2023-01-22 21:00:00,3.1293,74.906,0,0
R-000526,M-011,2023-01-22 22:00:00,3.2813,67.551,0,0
R-000527,M-011,2023-01-22 23:00:00,2.9055,65.632,0,0
R-000528,M-011,2023-01-23 00:00:00,2.6891,65.076,0,0
R-000529,M-011,2023-01-23 01:00:00,3.0651,66.211,0,0
R-000530,M-011,2023-01-23 02:00:00,2.8681,74.921,0,0
R-000531,M-011,2023-01-23 03:00:00,3.713,70.77,0,0
R-000532,M-011,2023-01-23 04:00:00,2.8773,65.439,0,0
R-000533,M-011,2023-01-23 05:00:00,3.6101,74.838,0,0
R-000534,M-011,2023-01-23 06:00:00,2.6106,68.355,0,0
R-000535,M-011,2023-01-23 07:00:00,3.5259,72.082,0,0
R-000536,M-011,2023-01-23 08:00:00,4.1885,65.198,1,1
R-000537,M-011,2023-01-23 09:00:00,4.0341,69.716,1,1
R-000538,M-011,2023-01-23 10:00:00,3.2733,72.504,0,0
R-000539,M-011,2023-01-23 11:00:00,4.2852,70.19,0,0
R-000540,M-011,2023-01-23 12:00:00,1.7665,69.093,0,0
R-000541,M-011,2023-01-23 13:00:00,3.098,77.688,0,0
R-000542,M-011,2023-01-23 14:00:00,2.3901,68.277,0,0
R-000543,M-011,2023-01-23 15:00:00,2.5315,71.353,0,0
R-000544,M-011,2023-01-23 16:00:00,2.5085,63.589,1,1
R-000545,M-011,2023-01-23 17:00:00,2.6333,71.499,0,0
R-000546,M-011,2023-01-23 18:00:00,2.7917,72.623,0,0
R-000547,M-011,2023-01-23 19:00:00,3.1739,71.178,1,1
R-000548,M-011,2023-01-23 20:00:00,3.8645,68.499,1,1
R-000549,M-011,2023-01-23 21:00:00,3.5781,75.906,0,0
R-000550,M-011,2023-01-23 22:00:00,3.1068,64.617,0,0
R-000551,M-011,2023-01-23 23:00:00,2.9085,66.935,0,0
R-000552,M-011,2023-01-24 00:00:00,3.0802,65.884,0,0
R-000553,M-011,2023-01-24 01:00:00,4.5684,64.872,0,0
R-000554,M-011,2023-01-24 02:00:00,2.4839,69.85,0,0
R-000555,M-011,2023-01-24 03:00:00,4.0636,76.371,0,0
R-000556,M-011,2023-01-24 04:00:00,3.4775,70.686,0,0
R-000557,M-011,2023-01-24 05:00:00,3.3054,65.219,0,0
R-000558,M-011,2023-01-24 06:00:00,4.8639,73.704,0,0
R-000559,M-011,2023-01-24 07:00:00,3.5241,69.66,0,0
R-000560,M-011,2023-01-24 08:00:00,2.9648,72.059,0,0
R-000561,M-011,2023-01-24 09:00:00,3.4871,76.524,0,0
R-000562,M-011,2023-01-24 10:00:00,3.8471,74.426,0,0
R-000563,M-011,2023-01-24 11:00:00,3.7143,76.87,0,0
R-000564,M-012,2023-01-24 12:00:00,3.5404,73.187,0,0
R-000565,M-012,2023-01-24 13:00:00,3.1741,67.011,0,0
R-000566,M-012,2023-01-24 14:00:00,2.8281,64.093,0,0
R-000567,M-012,2023-01-24 15:00:00,3.4882,68.157,0,0
R-000568,M-012,2023-01-24 16:00:00,3.7358,72.889,0,0
R-000569,M-012,2023-01-24 17:00:00,3.0743,72.8,0,0
R-000570,M-012,2023-01-24 18:00:00,2.7426,70.992,0,0
R-000571,M-012,2023-01-24 19:00:00,2.6737,70.941,1,1
R-000572,M-012,2023-01-24 20:00:00,2.5937,63.351,0,0
R-000573,M-012,2023-01-24 21:00:00,3.1694,71.631,0,0
R-000574,M-012,2023-01-24 22:00:00,2.6674,74.433,0,0
R-000575,M-012,2023-01-24 23:00:00,3.85,70.669,1,1
R-000576,M-012,2023-01-25 00:00:00,2.4565,68.905,0,0
R-000577,M-012,2023-01-25 01:00:00,2.8915,66.314,0,0
R-000578,M-012,2023-01-25 02:00:00,3.8113,68.365,0,0
R-000579,M-012,2023-01-25 03:00:00,3.5294,68.21,0,0
R-000580,M-012,2023-01-25 04:00:00,3.4229,71.51,0,0
R-000581,M-012,2023-01-25 05:00:00,3.1414,68.402,0,0
R-000582,M-012,2023-01-25 06:00:00,3.2168,72.781,0,0
R-000583,M-012,2023-01-25 07:00:00,3.5097,76.132,0,0
R-000584,M-012,2023-01-25 08:00:00,3.7825,70.005,0,0
R-000585,M-012,2023-01-25 09:00:00,3.4012,71.544,0,0
R-000586,M-012,2023-01-25 10:00:00,3.4831,67.499,0,0
R-000587,M-012,2023-01-25 11:00:00,2.6986,68.445,0,0
R-000588,M-012,2023-01-25 12:00:00,3.7064,67.388,0,0
R-000589,M-012,2023-01-25 13:00:00,4.33,67.935,0,0
R-000590,M-012,2023-01-25 14:00:00,3.0739,65.479,0,0
R-000591,M-012,2023-01-25 15:00:00,3.5431,72.187,1,1
R-000592,M-012,2023-01-25 16:00:00,3.0169,72.423,0,0
R-000593,M-012,2023-01-25 17:00:00,3.6308,76.456,0,0
R-000594,M-012,2023-01-25 18:00:00,3.6009,75.965,0,0
R-000595,M-012,2023-01-25 19:00:00,2.5155,64.633,0,0
R-000596,M-012,2023-01-25 20:00:00,3.2206,74.772,1,1
R-000597,M-012,2023-01-25 21:00:00,3.2657,68.558,0,0
R-000598,M-012,2023-01-25 22:00:00,3.077,72.679,1,1
R-000599,M-012,2023-01-25 23:00:00,3.6027,70.414,0,0
R-000600,M-012,2023-01-26 00:00:00,3.1003,73.346,0,0
R-000601,M-012,2023-01-26 01:00:00,2.7302,74.287,0,0
R-000602,M-012,2023-01-26 02:00:00,4.361,67.931,0,0
R-000603,M-012,2023-01-26 03:00:00,3.5237,71.647,0,0
R-000604,M-012,2023-01-26 04:00:00,4.178,76.854,0,0
R-000605,M-012,2023-01-26 05:00:00,3.6134,64.888,0,0
R-000606,M-012,2023-01-26 06:00:00,3.4729,68.54,1,1
R-000607,M-012,2023-01-26 07:00:00,3.8839,63.69,0,0
R-000608,M-012,2023-01-26 08:00:00,3.7105,72.477,0,0
R-000609,M-012,2023-01-26 09:00:00,3.2063,65.968,0,0
R-000610,M-012,2023-01-26 10:00:00,3.441,70.399,0,0
R-000611,M-013,2023-01-26 11:00:00,3.1895,67.259,0,0
R-000612,M-013,2023-01-26 12:00:00,3.8657,68.998,0,0
R-000613,M-013,2023-01-26 13:00:00,2.8968,69.647,0,0
R-000614,M-013,2023-01-26 14:00:00,3.3846,72.623,0,0
R-000615,M-013,2023-01-26 15:00:00,3.6145,68.796,0,0
R-000616,M-013,2023-01-26 16:00:00,3.4183,69.755,0,0
R-000617,M-013,2023-01-26 17:00:00,3.5622,72.47,0,0
R-000618,M-013,2023-01-26 18:00:00,2.7563,70.115,0,0
R-000619,M-013,2023-01-26 19:00:00,2.4132,68.232,0,0
R-000620,M-013,2023-01-26 20:00:00,4.1926,65.75,0,0
R-000621,M-013,2023-01-26 21:00:00,3.1781,72.292,0,0
R-000622,M-013,2023-01-26 22:00:00,3.2965,72.976,0,0
R-000623,M-013,2023-01-26 23:00:00,3.5413,72.837,0,0
R-000624,M-013,2023-01-27 00:00:00,3.742,73.09,0,0
R-000625,M-013,2023-01-27 01:00:00,3.8589,76.263,0,0
R-000626,M-013,2023-01-27 02:00:00,3.8659,71.999,0,0
R-000627,M-013,2023-01-27 03:00:00,3.1716,72.15,0,0
R-000628,M-013,2023-01-27 04:00:00,3.365,64.286,0,0
R-000629,M-013,2023-01-27 05:00:00,3.2349,64.627,0,0
R-000630,M-013,2023-01-27 06:00:00,2.4864,71.339,0,0
R-000631,M-013,2023-01-27 07:00:00,3.3111,76.228,0,0
R-000632,M-013,2023-01-27 08:00:00,3.3256,79.55,1,1
R-000633,M-013,2023-01-27 09:00:00,2.8328,72.396,0,0
R-000634,M-013,2023-01-27 10:00:00,2.5155,67.136,0,0
R-000635,M-013,2023-01-27 11:00:00,3.3075,67.95,0,0
R-000636,M-013,2023-01-27 12:00:00,3.1533,61.617,0,0
R-000637,M-013,2023-01-27 13:00:00,3.2616,72.301,0,0
R-000638,M-013,2023-01-27 14:00:00,4.1212,72.24,0,0
R-000639,M-013,2023-01-27 15:00:00,3.3264,72.628,0,0
R-000640,M-013,2023-01-27 16:00:00,3.2978,73.953,0,0
R-000641,M-013,2023-01-27 17:00:00,2.7058,73.567,0,0
R-000642,M-013,2023-01-27 18:00:00,3.2908,73.233,0,0
R-000643,M-013,2023-01-27 19:00:00,3.8967,68.001,0,0
R-000644,M-013,2023-01-27 20:00:00,3.7402,74.571,0,0
R-000645,M-013,2023-01-27 21:00:00,3.0726,78.912,0,0
R-000646,M-013,2023-01-27 22:00:00,3.8608,70.766,0,0
R-000647,M-013,2023-01-27 23:00:00,4.4608,65.817,0,0
R-000648,M-013,2023-01-28 00:00:00,2.7735,68.752,0,0
R-000649,M-013,2023-01-28 01:00:00,3.3394,64.158,0,0
R-000650,M-013,2023-01-28 02:00:00,2.507,76.184,0,0
R-000651,M-013,2023-01-28 03:00:00,4.2408,68.475,0,0
R-000652,M-013,2023-01-28 04:00:00,2.612,71.173,0,0
R-000653,M-013,2023-01-28 05:00:00,3.5922,65.153,0,0
R-000654,M-013,2023-01-28 06:00:00,3.5742,70.46,0,0
R-000655,M-013,2023-01-28 07:00:00,4.0787,70.609,1,1
R-000656,M-013,2023-01-28 08:00:00,3.4161,67.439,0,0
R-000657,M-013,2023-01-28 09:00:00,3.2779,76.706,0,0
R-000658,M-014,2023-01-28 10:00:00,2.7085,74.521,0,0
R-000659,M-014,2023-01-28 11:00:00,2.9576,69.117,0,0
R-000660,M-014,2023-01-28 12:00:00,3.4154,78.224,0,0
R-000661,M-014,2023-01-28 13:00:00,3.9672,68.193,0,0
R-000662,M-014,2023-01-28 14:00:00,2.5991,69.57,0,0
R-000663,M-014,2023-01-28 15:00:00,3.9459,64.339,0,0
R-000664,M-014,2023-01-28 16:00:00,3.2415,74.307,0,0
R-000665,M-014,2023-01-28 17:00:00,2.6874,70.489,0,0
R-000666,M-014,2023-01-28 18:00:00,3.6898,81.093,1,1
R-000667,M-014,2023-01-28 19:00:00,3.7187,79.435,0,0
R-000668,M-014,2023-01-28 20:00:00,3.9775,79.16,1,1
R-000669,M-014,2023-01-28 21:00:00,3.8772,71.893,0,0
R-000670,M-014,2023-01-28 22:00:00,3.1917,76.083,0,0
R-000671,M-014,2023-01-28 23:00:00,3.7337,61.67,0,0
R-000672,M-014,2023-01-29 00:00:00,3.4905,76.33,0,0
R-000673,M-014,2023-01-29 01:00:00,3.5954,71.415,1,1
R-000674,M-014,2023-01-29 02:00:00,3.3274,71.039,1,1
R-000675,M-014,2023-01-29 03:00:00,3.0333,65.916,0,0
R-000676,M-014,2023-01-29 04:00:00,3.4357,74.963,1,1
R-000677,M-014,2023-01-29 05:00:00,3.7234,62.45,1,1
R-000678,M-014,2023-01-29 06:00:00,2.9108,74.171,0,0
R-000679,M-014,2023-01-29 07:00:00,3.5011,65.302,0,0
R-000680,M-014,2023-01-29 08:00:00,3.0686,71.215,0,0
R-000681,M-014,2023-01-29 09:00:00,2.8621,74.596,0,0
R-000682,M-014,2023-01-29 10:00:00,3.3065,77.176,0,0
R-000683,M-014,2023-01-29 11:00:00,3.7365,67.924,0,0
R-000684,M-014,2023-01-29 12:00:00,3.9348,70.89,0,0
R-000685,M-014,2023-01-29 13:00:00,3.0958,73.674,0,0
R-000686,M-014,2023-01-29 14:00:00,3.1933,78.175,0,0
R-000687,M-014,2023-01-29 15:00:00,3.0161,68.628,0,0
R-000688,M-014,2023-01-29 16:00:00,3.7011,67.921,0,0
R-000689,M-014,2023-01-29 17:00:00,3.5423,76.332,0,0
R-000690,M-014,2023-01-29 18:00:00,3.738,72.847,0,0
R-000691,M-014,2023-01-29 19:00:00,4.2027,74.038,0,0
R-000692,M-014,2023-01-29 20:00:00,3.3708,72.936,0,0
R-000693,M-014,2023-01-29 21:00:00,3.3234,81.743,0,0
R-000694,M-014,2023-01-29 22:00:00,4.0244,58.324,0,0
R-000695,M-014,2023-01-29 23:00:00,3.4605,73.015,1,1
R-000696,M-014,2023-01-30 00:00:00,3.2417,72.914,0,0
R-000697,M-014,2023-01-30 01:00:00,3.9507,75.516,0,0
R-000698,M-014,2023-01-30 02:00:00,3.9672,75.405,0,0
R-000699,M-014,2023-01-30 03:00:00,2.8224,74.816,0,0
R-000700,M-014,2023-01-30 04:00:00,3.0029,74.912,0,0
R-000701,M-014,2023-01-30 05:00:00,3.6102,66.872,0,0
R-000702,M-014,2023-01-30 06:00:00,4.0603,74.57,0,0
R-000703,M-014,2023-01-30 07:00:00,3.8968,72.448,0,0
R-000704,M-014,2023-01-30 08:00:00,3.1097,70.171,0,0
R-000705,M-015,2023-01-30 09:00:00,3.5678,66.08,0,0
R-000706,M-015,2023-01-30 10:00:00,3.0493,73.142,0,0
R-000707,M-015,2023-01-30 11:00:00,4.2564,70.384,0,0
R-000708,M-015,2023-01-30 12:00:00,4.7356,71.763,0,0
R-000709,M-015,2023-01-30 13:00:00,3.1562,65.358,0,0
R-000710,M-015,2023-01-30 14:00:00,3.4686,69.602,0,0
R-000711,M-015,2023-01-30 15:00:00,3.0253,71.743,1,1
R-000712,M-015,2023-01-30 16:00:00,3.8673,72.784,0,0
R-000713,M-015,2023-01-30 17:00:00,3.4013,70.609,0,0
R-000714,M-015,2023-01-30 18:00:00,3.717,70.72,0,0
R-000715,M-015,2023-01-30 19:00:00,3.3029,65.146,0,0
R-000716,M-015,2023-01-30 20:00:00,3.6916,71.307,0,0
R-000717,M-015,2023-01-30 21:00:00,2.6406,72.783,0,0
R-000718,M-015,2023-01-30 22:00:00,3.8116,67.212,1,1
R-000719,M-015,2023-01-30 23:00:00,2.6663,66.277,0,0
R-000720,M-015,2023-01-31 00:00:00,3.9146,71.282,1,1
R-000721,M-015,2023-01-31 01:00:00,4.1766,74.16,0,0
R-000722,M-015,2023-01-31 02:00:00,3.7866,71.384,0,0
R-000723,M-015,2023-01-31 03:00:00,3.9664,70.368,0,0
R-000724,M-015,2023-01-31 04:00:00,4.3925,68.934,0,0
R-000725,M-015,2023-01-31 05:00:00,3.6452,71.768,0,0
R-000726,M-015,2023-01-31 06:00:00,3.1592,71.051,0,0
R-000727,M-015,2023-01-31 07:00:00,3.0843,74.825,0,0
R-000728,M-015,2023-01-31 08:00:00,3.9398,71.454,0,0
R-000729,M-015,2023-01-31 09:00:00,2.4942,70.11,0,0
R-000730,M-015,2023-01-31 10:00:00,3.4152,67.189,0,0
R-000731,M-015,2023-01-31 11:00:00,3.1914,67.871,0,0
R-000732,M-015,2023-01-31 12:00:00,3.5019,74.866,0,0
R-000733,M-015,2023-01-31 13:00:00,3.4492,74.676,0,0
R-000734,M-015,2023-01-31 14:00:00,3.0353,71.469,0,0
R-000735,M-015,2023-01-31 15:00:00,4.1271,70.186,0,0
R-000736,M-015,2023-01-31 16:00:00,4.0904,75.745,0,0
R-000737,M-015,2023-01-31 17:00:00,2.7445,70.451,1,1
R-000738,M-015,2023-01-31 18:00:00,3.6977,71.198,0,0
R-000739,M-015,2023-01-31 19:00:00,3.6199,72.539,1,1
R-000740,M-015,2023-01-31 20:00:00,2.5541,65.513,0,0
R-000741,M-015,2023-01-31 21:00:00,3.4666,67.329,0,0
R-000742,M-015,2023-01-31 22:00:00,3.7522,70.355,0,0
R-000743,M-015,2023-01-31 23:00:00,3.2564,67.743,0,0
R-000744,M-015,2023-02-01 00:00:00,3.5737,67.158,0,0
R-000745,M-015,2023-02-01 01:00:00,3.9821,70.283,0,0
R-000746,M-015,2023-02-01 02:00:00,3.4266,68.783,0,0
R-000747,M-015,2023-02-01 03:00:00,3.4486,73.274,1,1
R-000748,M-015,2023-02-01 04:00:00,3.473,70.485,0,0
R-000749,M-015,2023-02-01 05:00:00,3.1569,70.296,0,0
R-000750,M-015,2023-02-01 06:00:00,3.3529,77.498,0,0
R-000751,M-015,2023-02-01 07:00:00,3.9083,70.918,0,0
R-000752,M-016,2023-02-01 08:00:00,3.6097,71.862,0,0
R-000753,M-016,2023-02-01 09:00:00,2.9932,69.18,0,0
R-000754,M-016,2023-02-01 10:00:00,3.5193,71.338,0,0
R-000755,M-016,2023-02-01 11:00:00,3.6663,82.362,0,0
R-000756,M-016,2023-02-01 12:00:00,3.7355,69.37,0,0
R-000757,M-016,2023-02-01 13:00:00,3.7273,66.927,0,0
R-000758,M-016,2023-02-01 14:00:00,3.4174,72.353,0,0
R-000759,M-016,2023-02-01 15:00:00,3.2317,69.59,1,1
R-000760,M-016,2023-02-01 16:00:00,3.7797,70.891,1,1
R-000761,M-016,2023-02-01 17:00:00,3.5355,75.132,0,0
R-000762,M-016,2023-02-01 18:00:00,4.013,69.17,0,0
R-000763,M-016,2023-02-01 19:00:00,3.2048,73.907,0,0
R-000764,M-016,2023-02-01 20:00:00,3.5726,75.46,0,0
R-000765,M-016,2023-02-01 21:00:00,4.2774,77.131,0,0
R-000766,M-016,2023-02-01 22:00:00,2.9809,71.431,0,0
R-000767,M-016,2023-02-01 23:00:00,3.0842,64.567,0,0
R-000768,M-016,2023-02-02 00:00:00,3.8236,79.99,0,0
R-000769,M-016,2023-02-02 01:00:00,4.68,74.162,0,0
R-000770,M-016,2023-02-02 02:00:00,3.4114,72.719,0,0
R-000771,M-016,2023-02-02 03:00:00,3.4652,68.831,0,0
R-000772,M-016,2023-02-02 04:00:00,3.6644,74.988,0,0
R-000773,M-016,2023-02-02 05:00:00,2.9357,72.989,0,0
R-000774,M-016,2023-02-02 06:00:00,3.9571,73.439,0,0
R-000775,M-016,2023-02-02 07:00:00,3.772,76.392,0,0
R-000776,M-016,2023-02-02 08:00:00,3.4499,82.6,0,0
R-000777,M-016,2023-02-02 09:00:00,2.8404,59.307,0,0
R-000778,M-016,2023-02-02 10:00:00,4.2843,71.356,0,0
R-000779,M-016,2023-02-02 11:00:00,3.9016,69.388,0,0
R-000780,M-016,2023-02-02 12:00:00,3.9901,64.86,0,0
R-000781,M-016,2023-02-02 13:00:00,4.0391,66.759,0,0
R-000782,M-016,2023-02-02 14:00:00,3.4958,70.259,1,1
R-000783,M-016,2023-02-02 15:00:00,3.6703,76.064,0,0
R-000784,M-016,2023-02-02 16:00:00,3.5094,80.281,1,1
R-000785,M-016,2023-02-02 17:00:00,4.7436,66.786,0,0
R-000786,M-016,2023-02-02 18:00:00,3.2562,74.999,0,0
R-000787,M-016,2023-02-02 19:00:00,4.0071,74.88,1,1
R-000788,M-016,2023-02-02 20:00:00,3.0836,71.67,1,1
R-000789,M-016,2023-02-02 21:00:00,4.0178,70.245,0,0
R-000790,M-016,2023-02-02 22:00:00,2.8144,58.524,0,0
R-000791,M-016,2023-02-02 23:00:00,3.2376,78.624,1,1
R-000792,M-016,2023-02-03 00:00:00,3.8934,75.04,0,0
R-000793,M-016,2023-02-03 01:00:00,3.7253,69.401,0,0
R-000794,M-016,2023-02-03 02:00:00,3.7835,68.706,0,0
R-000795,M-016,2023-02-03 03:00:00,3.3665,70.348,0,0
R-000796,M-016,2023-02-03 04:00:00,3.5213,79.605,1,1
