application_id,customer_id,application_date,annual_income,debt_ratio,late_payments,collection_status,defaulted
APP-000371,CUS-00123,2023-01-07,18592.16,0.2436,1,current,0
APP-000372,CUS-00124,2023-01-08,33958.46,0.2271,0,current,0
APP-000373,CUS-00124,2023-01-09,29571.54,0.2633,0,current,0
APP-000374,CUS-00124,2023-01-10,53454.08,0.2064,1,current,0
APP-000375,CUS-00125,2023-01-11,110855.05,0.4515,0,current,0
APP-000376,CUS-00125,2023-01-12,44250.36,0.3099,3,current,0
APP-000377,CUS-00125,2023-01-13,28263.03,0.3768,1,sent_to_collections,1
APP-000378,CUS-00126,2023-01-14,23700.51,0.1423,1,current,0
APP-000379,CUS-00126,2023-01-15,39134.42,0.2069,3,current,0
APP-000380,CUS-00126,2023-01-16,37065.54,0.6719,2,sent_to_collections,1
APP-000381,CUS-00127,2023-01-17,23904.37,0.5743,2,current,0
APP-000382,CUS-00127,2023-01-18,42292.28,0.1541,1,current,0
APP-000383,CUS-00127,2023-01-19,23910.88,0.287,0,sent_to_collections,1
APP-000384,CUS-00128,2023-01-20,66200.83,0.539,1,current,0
APP-000385,CUS-00128,2023-01-21,64743.77,0.1369,1,current,0
APP-000386,CUS-00128,2023-01-22,65390.88,0.3683,4,current,0
APP-000387,CUS-00129,2023-01-23,32424.75,0.2251,4,sent_to_collections,1
APP-000388,CUS-00129,2023-01-24,50591.27,0.3861,1,current,0
APP-000389,CUS-00129,2023-01-25,37819.07,0.4048,3,sent_to_collections,1
APP-000390,CUS-00130,2023-01-26,33692.64,0.297,2,current,0
APP-000391,CUS-00130,2023-01-27,34454.14,0.1347,0,current,0
APP-000392,CUS-00130,2023-01-28,22362.22,0.385,0,sent_to_collections,1
APP-000393,CUS-00131,2023-01-29,20957.7,0.2239,1,current,0
APP-000394,CUS-00131,2023-01-30,57379.46,0.1298,0,current,0
APP-000395,CUS-00131,2023-01-31,36825.44,0.1386,4,sent_to_collections,1
APP-000396,CUS-00132,2023-02-01,44240.29,0.1657,4,current,0
APP-000397,CUS-00132,2023-02-02,62992.42,0.27,1,current,0
APP-000398,CUS-00132,2023-02-03,18399.71,0.3602,0,current,0
APP-000399,CUS-00133,2023-02-04,28201.81,0.4124,1,sent_to_collections,1
APP-000400,CUS-00133,2023-02-05,43429.78,0.6338,0,current,0
APP-000401,CUS-00133,2023-02-06,47879.5,0.1287,0,current,0
APP-000402,CUS-00134,2023-02-07,33871.07,0.2966,2,current,0
APP-000403,CUS-00134,2023-02-08,63775.9,0.1349,2,current,0
APP-000404,CUS-00134,2023-02-09,44120.41,0.2459,0,current,0
APP-000405,CUS-00135,2023-02-10,23248.08,0.1553,1,current,0
APP-000406,CUS-00135,2023-02-11,26400.98,0.3474,1,current,0
APP-000407,CUS-00135,2023-02-12,57668.25,0.3802,0,current,0
APP-000408,CUS-00136,2023-02-13,49450.34,0.6895,2,sent_to_collections,1
APP-000409,CUS-00136,2023-02-14,17075.88,0.4299,0,current,0
APP-000410,CUS-00136,2023-02-15,73605.17,0.3494,2,current,0
APP-000411,CUS-00137,2023-02-16,52528.55,0.436,1,current,0
APP-000412,CUS-00137,2023-02-17,73460.59,0.2259,2,current,0
APP-000413,CUS-00137,2023-02-18,33770.22,0.2387,2,current,0
APP-000414,CUS-00138,2023-02-19,35134.27,0.5121,0,current,0
APP-000415,CUS-00138,2023-02-20,24175.48,0.4429,2,current,0
APP-000416,CUS-00138,2023-02-21,125695.59,0.1638,2,current,0
APP-000417,CUS-00139,2023-02-22,37087.88,0.4936,2,sent_to_collections,1
APP-000418,CUS-00139,2023-02-23,81993.06,0.5147,2,current,0
APP-000419,CUS-00139,2023-02-24,29992.97,0.2842,5,current,0
APP-000420,CUS-00140,2023-02-25,43205.74,0.4445,1,current,0
APP-000421,CUS-00140,2023-02-26,18918.42,0.6624,1,current,0
APP-000422,CUS-00140,2023-02-27,33782.89,0.6009,3,current,0
APP-000423,CUS-00141,2023-02-28,62485.49,0.3174,2,sent_to_collections,1
APP-000424,CUS-00141,2023-03-01,22850.2,0.5434,1,sent_to_collections,1
APP-000425,CUS-00141,2023-03-02,65023.39,0.1153,1,current,0
APP-000426,CUS-00142,2023-03-03,46712.03,0.4146,1,current,0
APP-000427,CUS-00142,2023-03-04,25089.94,0.2988,4,current,0
APP-000428,CUS-00142,2023-03-05,32025.29,0.3988,1,current,0
APP-000429,CUS-00143,2023-03-06,32644.13,0.1072,1,current,0
APP-000430,CUS-00143,2023-03-07,39250.38,0.5642,0,sent_to_collections,1
APP-000431,CUS-00143,2023-03-08,31531.28,0.2401,1,current,0
APP-000432,CUS-00144,2023-03-09,27659.39,0.2006,4,current,0
APP-000433,CUS-00144,2023-03-10,34994.13,0.559,1,current,0
APP-000434,CUS-00144,2023-03-11,25283.31,0.1279,1,current,0
APP-000435,CUS-00145,2023-03-12,22464.98,0.2245,2,current,0
APP-000436,CUS-00145,2023-03-13,39274.1,0.2033,2,current,0
APP-000437,CUS-00145,2023-03-14,59712.31,0.209,3,current,0
APP-000438,CUS-00146,2023-03-15,20166.59,0.4587,1,sent_to_collections,1
APP-000439,CUS-00146,2023-03-16,40198.25,0.3854,1,current,0
APP-000440,CUS-00146,2023-03-17,29957.04,0.6657,5,current,0
APP-000441,CUS-00147,2023-03-18,25855.65,0.7824,2,current,0
APP-000442,CUS-00147,2023-03-19,58926.54,0.6395,2,current,0
APP-000443,CUS-00147,2023-03-20,31787.35,0.4135,1,sent_to_collections,1
APP-000444,CUS-00148,2023-03-21,78765.92,0.4743,2,current,0
APP-000445,CUS-00148,2023-03-22,28256.32,0.1566,4,current,0
APP-000446,CUS-00148,2023-03-23,47759.15,0.0525,3,current,0
APP-000447,CUS-00149,2023-03-24,36232.89,0.0716,2,current,0
APP-000448,CUS-00149,2023-03-25,28586.51,0.233,0,current,0
APP-000449,CUS-00149,2023-03-26,52284.42,0.1811,0,current,0
APP-000450,CUS-00150,2023-03-27,37431.12,0.3243,0,current,0
APP-000451,CUS-00150,2023-03-28,52651.22,0.09,1,current,0
APP-000452,CUS-00150,2023-03-29,39289.74,0.3457,1,sent_to_collections,1
APP-000453,CUS-00151,2023-03-30,24621.68,0.4435,1,sent_to_collections,1
APP-000454,CUS-00151,2023-03-31,38333.09,0.266,0,current,0
APP-000455,CUS-00151,2023-04-01,41084.24,0.1675,0,current,0
APP-000456,CUS-00152,2023-04-02,61778.35,0.4177,1,sent_to_collections,1
APP-000457,CUS-00152,2023-04-03,26693.6,0.243,1,current,0
APP-000458,CUS-00152,2023-04-04,39430.76,0.166,1,current,0
APP-000459,CUS-00153,2023-04-05,18493.13,0.4464,2,sent_to_collections,1
APP-000460,CUS-00153,2023-04-06,53807.7,0.455,0,sent_to_collections,1
APP-000461,CUS-00153,2023-04-07,24669.74,0.6222,0,current,0
APP-000462,CUS-00154,2023-04-08,17803.28,0.0743,3,current,0
APP-000463,CUS-00154,2023-04-09,39079.47,0.6263,2,current,0
APP-000464,CUS-00154,2023-04-10,66009.78,0.3864,3,sent_to_collections,1
APP-000465,CUS-00155,2023-04-11,20211.34,0.2793,0,current,0
APP-000466,CUS-00155,2023-04-12,24597.1,0.3023,5,sent_to_collections,1
APP-000467,CUS-00155,2023-04-13,28725.09,0.1564,2,current,0
APP-000468,CUS-00156,2023-04-14,24142.44,0.3479,0,current,0
APP-000469,CUS-00156,2023-04-15,47607.36,0.563,2,sent_to_collections,1
APP-000470,CUS-00156,2023-04-16,27908.45,0.2629,3,current,0
APP-000471,CUS-00157,2023-04-17,29007.75,0.4059,2,sent_to_collections,1
APP-000472,CUS-00157,2023-04-18,52181.72,0.4356,0,sent_to_collections,1
APP-000473,CUS-00157,2023-04-19,28567.31,0.3646,1,current,0
APP-000474,CUS-00158,2023-04-20,48764.17,0.4991,2,current,0
APP-000475,CUS-00158,2023-04-21,25922.76,0.0943,1,current,0
APP-000476,CUS-00158,2023-04-22,23261.1,0.2642,2,current,0
APP-000477,CUS-00159,2023-04-23,17571.75,0.2054,2,current,0
APP-000478,CUS-00159,2023-04-24,92738.71,0.1578,1,sent_to_collections,1
APP-000479,CUS-00159,2023-04-25,34748.21,0.4816,2,current,0
APP-000480,CUS-00160,2023-04-26,44791.34,0.1795,2,current,0
APP-000481,CUS-00160,2023-04-27,39577.96,0.6933,0,sent_to_collections,1
APP-000482,CUS-00160,2023-04-28,43130.38,0.421,3,current,0
APP-000483,CUS-00161,2023-04-29,41042.32,0.2856,1,current,0
APP-000484,CUS-00161,2023-04-30,94721.63,0.4449,1,current,0
APP-000485,CUS-00161,2023-05-01,25146.73,0.4187,0,current,0
APP-000486,CUS-00162,2023-05-02,19913.28,0.4139,1,sent_to_collections,1
APP-000487,CUS-00162,2023-05-03,25453.74,0.4028,0,current,0
APP-000488,CUS-00162,2023-05-04,22012.83,0.6225,2,sent_to_collections,1
APP-000489,CUS-00163,2023-05-05,56169.71,0.3058,0,current,0
APP-000490,CUS-00163,2023-05-06,58056.4,0.2903,3,current,0
APP-000491,CUS-00163,2023-05-07,26040.49,0.2563,1,current,0
APP-000492,CUS-00164,2023-05-08,21467.68,0.5193,1,sent_to_collections,1
APP-000493,CUS-00164,2023-05-09,34212.33,0.1878,2,current,0
APP-000494,CUS-00164,2023-05-10,75057.2,0.2575,4,current,0
APP-000495,CUS-00165,2023-05-11,11284.59,0.3028,1,current,0
APP-000496,CUS-00165,2023-05-12,50867.63,0.0852,0,current,0
APP-000497,CUS-00165,2023-05-13,24733.41,0.5009,1,current,0
APP-000498,CUS-00166,2023-05-14,64097.79,0.1875,0,sent_to_collections,1
APP-000499,CUS-00166,2023-05-15,24709.28,0.1522,2,sent_to_collections,1
APP-000500,CUS-00166,2023-05-16,35297.34,0.2542,1,sent_to_collections,1
APP-000501,CUS-00167,2023-05-17,20377.25,0.2958,2,current,0
APP-000502,CUS-00167,2023-05-18,25854.35,0.3319,0,current,0
APP-000503,CUS-00167,2023-05-19,74878.92,0.3159,2,current,0
APP-000504,CUS-00168,2023-05-20,58061.64,0.3771,4,sent_to_collections,1
APP-000505,CUS-00168,2023-05-21,33498.28,0.2398,1,current,0
APP-000506,CUS-00168,2023-05-22,27130.73,0.15,3,current,0
APP-000507,CUS-00169,2023-05-23,17116.3,0.6845,1,sent_to_collections,1
APP-000508,CUS-00169,2023-05-24,33619.26,0.4236,2,current,0
APP-000509,CUS-00169,2023-05-25,39580.57,0.3852,2,current,0
APP-000510,CUS-00170,2023-05-26,38645.11,0.0731,2,current,0
APP-000511,CUS-00170,2023-05-27,38476.14,0.2984,2,current,0
APP-000512,CUS-00170,2023-05-28,24226.1,0.3252,3,current,0
APP-000513,CUS-00171,2023-05-29,38955.56,0.1702,0,current,0
APP-000514,CUS-00171,2023-05-30,39442.41,0.1975,2,sent_to_collections,1
APP-000515,CUS-00171,2023-05-31,71736.35,0.1278,1,current,0
APP-000516,CUS-00172,2023-06-01,92969.81,0.0668,3,current,0
APP-000517,CUS-00172,2023-06-02,37735.44,0.4886,2,current,0
APP-000518,CUS-00172,2023-06-03,28428.92,0.418,0,current,0
APP-000519,CUS-00173,2023-06-04,38978.21,0.1674,3,current,0
APP-000520,CUS-00173,2023-06-05,30533.22,0.489,1,current,0
APP-000521,CUS-00173,2023-06-06,28735.97,0.1916,3,current,0
APP-000522,CUS-00174,2023-06-07,39089.43,0.7224,0,sent_to_collections,1
APP-000523,CUS-00174,2023-06-08,25097.24,0.1572,0,current,0
APP-000524,CUS-00174,2023-06-09,52719.89,0.3951,0,current,0
APP-000525,CUS-00175,2023-06-10,38301.26,0.3511,4,sent_to_collections,1
APP-000526,CUS-00175,2023-06-11,44913.95,0.3443,1,current,0
APP-000527,CUS-00175,2023-06-12,36963.16,0.3358,2,current,0
APP-000528,CUS-00176,2023-06-13,28932.92,0.3579,1,sent_to_collections,1
APP-000529,CUS-00176,2023-06-14,26197.47,0.342,1,current,0
APP-000530,CUS-00176,2023-06-15,36070.33,0.1896,2,current,0
APP-000531,CUS-00177,2023-06-16,31352.77,0.1375,2,current,0
APP-000532,CUS-00177,2023-06-17,44589.59,0.6025,2,sent_to_collections,1
APP-000533,CUS-00177,2023-06-18,40054.88,0.1687,0,sent_to_collections,1
APP-000534,CUS-00178,2023-06-19,21741.15,0.4677,0,current,0
APP-000535,CUS-00178,2023-06-20,41365.59,0.5255,3,sent_to_collections,1
APP-000536,CUS-00178,2023-06-21,21932.24,0.617,1,sent_to_collections,1
APP-000537,CUS-00179,2023-06-22,30411.77,0.3232,1,sent_to_collections,1
APP-000538,CUS-00179,2023-06-23,35155.66,0.4627,2,sent_to_collections,1
APP-000539,CUS-00179,2023-06-24,15774.14,0.1514,1,current,0
APP-000540,CUS-00180,2023-06-25,41822.02,0.2117,1,current,0
APP-000541,CUS-00180,2023-06-26,42956.47,0.2995,1,current,0
APP-000542,CUS-00180,2023-06-27,37379.93,0.437,0,current,0
APP-000543,CUS-00181,2023-06-28,33158.59,0.2467,2,sent_to_collections,1
APP-000544,CUS-00181,2023-06-29,33924.01,0.3606,0,current,0
APP-000545,CUS-00181,2023-06-30,25862.7,0.2107,1,current,0
APP-000546,CUS-00182,2023-07-01,35547.85,0.663,1,sent_to_collections,1
APP-000547,CUS-00182,2023-07-02,31298.48,0.3157,1,sent_to_collections,1
APP-000548,CUS-00182,2023-07-03,41825.37,0.0869,3,sent_to_collections,1
APP-000549,CUS-00183,2023-07-04,23345.02,0.6306,2,sent_to_collections,1
APP-000550,CUS-00183,2023-07-05,44623.48,0.3361,2,current,0
APP-000551,CUS-00183,2023-07-06,42806.64,0.3006,2,current,0
APP-000552,CUS-00184,2023-07-07,37657.85,0.4802,2,sent_to_collections,1
APP-000553,CUS-00184,2023-07-08,32937.19,0.6815,1,current,0
APP-000554,CUS-00184,2023-07-09,51459.63,0.6429,3,sent_to_collections,1
APP-000555,CUS-00185,2023-07-10,18975.98,0.5406,1,sent_to_collections,1
APP-000556,CUS-00185,2023-07-11,49375.22,0.7847,3,sent_to_collections,1
APP-000557,CUS-00185,2023-07-12,44773.28,0.8498,3,sent_to_collections,1
APP-000558,CUS-00186,2023-07-13,45593.45,0.3098,3,sent_to_collections,1
APP-000559,CUS-00186,2023-07-14,47690.65,0.1552,0,current,0
APP-000560,CUS-00186,2023-07-15,29907.36,0.2219,2,sent_to_collections,1
APP-000561,CUS-00187,2023-07-16,35712.03,0.3496,0,current,0
APP-000562,CUS-00187,2023-07-17,53459.32,0.2534,2,current,0
APP-000563,CUS-00187,2023-07-18,48717.21,0.181,0,current,0
APP-000564,CUS-00188,2023-07-19,44047.36,0.2195,0,current,0
APP-000565,CUS-00188,2023-07-20,20303.65,0.3441,3,current,0
APP-000566,CUS-00188,2023-07-21,51126.04,0.6213,1,sent_to_collections,1
APP-000567,CUS-00189,2023-07-22,67931.96,0.4899,0,current,0
APP-000568,CUS-00189,2023-07-23,63218.49,0.0557,0,current,0
APP-000569,CUS-00189,2023-07-24,44589.12,0.1805,1,sent_to_collections,1
APP-000570,CUS-00190,2023-07-25,19911.34,0.4853,0,sent_to_collections,1
APP-000571,CUS-00190,2023-07-26,61337.41,0.1605,1,sent_to_collections,1
APP-000572,CUS-00190,2023-07-27,37561.52,0.5696,0,sent_to_collections,1
APP-000573,CUS-00191,2023-07-28,12840.59,0.2431,1,current,0
APP-000574,CUS-00191,2023-07-29,47559.81,0.3756,1,current,0
APP-000575,CUS-00191,2023-07-30,20507.02,0.6368,1,current,0
APP-000576,CUS-00192,2023-07-31,22395.2,0.2339,0,current,0
APP-000577,CUS-00192,2023-08-01,30159.9,0.4848,1,current,0
APP-000578,CUS-00192,2023-08-02,71158.57,0.3632,5,sent_to_collections,1
APP-000579,CUS-00193,2023-08-03,33966.15,0.5641,2,current,0
APP-000580,CUS-00193,2023-08-04,45340.06,0.1309,1,current,0
APP-000581,CUS-00193,2023-08-05,88131.53,0.2794,2,sent_to_collections,1
APP-000582,CUS-00194,2023-08-06,82233.12,0.1189,1,current,0
APP-000583,CUS-00194,2023-08-07,38310.95,0.618,3,sent_to_collections,1
APP-000584,CUS-00194,2023-08-08,36001.49,0.3373,0,sent_to_collections,1
APP-000585,CUS-00195,2023-08-09,22756.55,0.7032,2,sent_to_collections,1
APP-000586,CUS-00195,2023-08-10,29363.09,0.4195,1,sent_to_collections,1
APP-000587,CUS-00195,2023-08-11,48601.58,0.4363,1,current,0
APP-000588,CUS-00196,2023-08-12,47957.9,0.3566,0,current,0
APP-000589,CUS-00196,2023-08-13,42176.02,0.2642,1,sent_to_collections,1
APP-000590,CUS-00196,2023-08-14,62796.88,0.5149,4,current,0
APP-000591,CUS-00197,2023-08-15,28351.48,0.4663,0,current,0
APP-000592,CUS-00197,2023-08-16,39134.73,0.3222,4,current,0
APP-000593,CUS-00197,2023-08-17,55773.79,0.3925,1,current,0
APP-000594,CUS-00198,2023-08-18,52201.46,0.2048,3,current,0
APP-000595,CUS-00198,2023-08-19,64985.9,0.3418,1,current,0
APP-000596,CUS-00198,2023-08-20,47985.74,0.3536,3,sent_to_collections,1
APP-000597,CUS-00199,2023-08-21,34918.39,0.1285,2,current,0
APP-000598,CUS-00199,2023-08-22,47239.54,0.216,2,current,0
APP-000599,CUS-00199,2023-08-23,25561.23,0.6687,0,sent_to_collections,1
APP-000600,CUS-00200,2023-08-24,19191.89,0.4964,6,sent_to_collections,1
APP-000601,CUS-00200,2023-08-25,52119.91,0.4048,1,current,0
APP-000602,CUS-00200,2023-08-26,39151.22,0.4403,0,current,0
APP-000603,CUS-00201,2023-08-27,46109.96,0.5274,1,current,0
APP-000604,CUS-00201,2023-08-28,18695.57,0.3407,2,sent_to_collections,1
APP-000605,CUS-00201,2023-08-29,34053.86,0.1406,1,current,0
APP-000606,CUS-00202,2023-08-30,30640.08,0.0857,1,current,0
APP-000607,CUS-00202,2023-08-31,27203.6,0.4674,0,current,0
APP-000608,CUS-00202,2023-09-01,14548.5,0.4282,1,current,0
APP-000609,CUS-00203,2023-09-02,34520.44,0.1443,0,current,0
APP-000610,CUS-00203,2023-09-03,60101.31,0.8308,1,sent_to_collections,1
APP-000611,CUS-00203,2023-09-04,47641.0,0.325,2,current,0
APP-000612,CUS-00204,2023-09-05,30625.06,0.1469,0,current,0
APP-000613,CUS-00204,2023-09-06,39867.06,0.2845,1,current,0
APP-000614,CUS-00204,2023-09-07,56418.93,0.2474,2,sent_to_collections,1
APP-000615,CUS-00205,2023-09-08,11589.0,0.1398,0,sent_to_collections,1
APP-000616,CUS-00205,2023-09-09,37947.49,0.2282,1,current,0
APP-000617,CUS-00205,2023-09-10,51248.42,0.5551,2,sent_to_collections,1
APP-000618,CUS-00206,2023-09-11,54554.63,0.3512,1,current,0
APP-000619,CUS-00206,2023-09-12,86277.89,0.0274,1,current,0
APP-000620,CUS-00206,2023-09-13,66887.71,0.3901,0,current,0
APP-000621,CUS-00207,2023-09-14,46196.22,0.1392,3,current,0
APP-000622,CUS-00207,2023-09-15,45976.66,0.1045,2,current,0
APP-000623,CUS-00207,2023-09-16,57189.49,0.4863,1,current,0
APP-000624,CUS-00208,2023-09-17,31486.14,0.642,2,current,0
APP-000625,CUS-00208,2023-09-18,39415.54,0.172,2,current,0
APP-000626,CUS-00208,2023-09-19,60343.44,0.5021,1,current,0
APP-000627,CUS-00209,2023-09-20,96843.38,0.1253,1,sent_to_collections,1
APP-000628,CUS-00209,2023-09-21,37359.02,0.6376,1,current,0
APP-000629,CUS-00209,2023-09-22,39270.14,0.4856,1,sent_to_collections,1
APP-000630,CUS-00210,2023-09-23,43884.48,0.3244,3,current,0
APP-000631,CUS-00210,2023-09-24,73455.99,0.3611,2,sent_to_collections,1
APP-000632,CUS-00210,2023-09-25,39591.08,0.3735,0,current,0
APP-000633,CUS-00211,2023-09-26,77746.71,0.2307,2,sent_to_collections,1
APP-000634,CUS-00211,2023-09-27,25977.97,0.2363,3,sent_to_collections,1
APP-000635,CUS-00211,2023-09-28,36911.69,0.1574,2,current,0
APP-000636,CUS-00212,2023-09-29,36710.78,0.7482,0,sent_to_collections,1
APP-000637,CUS-00212,2023-09-30,57178.18,0.3815,1,current,0
APP-000638,CUS-00212,2023-10-01,64239.09,0.7257,1,sent_to_collections,1
APP-000639,CUS-00213,2023-10-02,20348.25,0.173,1,current,0
APP-000640,CUS-00213,2023-10-03,26587.52,0.4912,1,current,0
APP-000641,CUS-00213,2023-10-04,46703.93,0.3177,2,sent_to_collections,1
APP-000642,CUS-00214,2023-10-05,29839.49,0.3641,0,current,0
APP-000643,CUS-00214,2023-10-06,20229.71,0.8898,3,sent_to_collections,1
APP-000644,CUS-00214,2023-10-07,64043.38,0.3645,0,sent_to_collections,1
APP-000645,CUS-00215,2023-10-08,50125.57,0.2767,0,sent_to_collections,1
APP-000646,CUS-00215,2023-10-09,50107.7,0.3109,1,current,0
APP-000647,CUS-00215,2023-10-10,32404.4,0.1345,2,sent_to_collections,1
APP-000648,CUS-00216,2023-10-11,63768.99,0.2861,1,current,0
APP-000649,CUS-00216,2023-10-12,36026.79,0.1725,3,sent_to_collections,1
APP-000650,CUS-00216,2023-10-13,65735.6,0.8215,2,sent_to_collections,1
APP-000651,CUS-00217,2023-10-14,26628.86,0.346,0,current,0
APP-000652,CUS-00217,2023-10-15,27327.23,0.304,2,current,0
APP-000653,CUS-00217,2023-10-16,44006.76,0.1848,3,sent_to_collections,1
APP-000654,CUS-00218,2023-10-17,29259.24,0.0599,2,current,0
APP-000655,CUS-00218,2023-10-18,54390.95,0.2645,1,sent_to_collections,1
APP-000656,CUS-00218,2023-10-19,45118.13,0.5697,1,current,0
APP-000657,CUS-00219,2023-10-20,26493.72,0.4462,2,sent_to_collections,1
APP-000658,CUS-00219,2023-10-21,41472.65,0.4274,0,sent_to_collections,1
APP-000659,CUS-00219,2023-10-22,34266.55,0.0539,0,current,0
APP-000660,CUS-00220,2023-10-23,60604.52,0.5164,0,current,0
APP-000661,CUS-00220,2023-10-24,30192.57,0.4124,4,sent_to_collections,1
APP-000662,CUS-00220,2023-10-25,32937.66,0.2855,2,sent_to_collections,1
APP-000663,CUS-00221,2023-10-26,69220.8,0.1429,0,current,0
APP-000664,CUS-00221,2023-10-27,109904.49,0.5859,1,current,0
APP-000665,CUS-00221,2023-10-28,98671.74,0.3479,1,current,0
APP-000666,CUS-00222,2023-10-29,41293.09,0.1657,1,current,0
APP-000667,CUS-00222,2023-10-30,44288.69,0.1933,0,current,0
APP-000668,CUS-00222,2023-10-31,80021.96,0.574,3,sent_to_collections,1
APP-000669,CUS-00223,2023-11-01,37949.22,0.1594,4,current,0
APP-000670,CUS-00223,2023-11-02,25864.92,0.09,0,current,0
APP-000671,CUS-00223,2023-11-03,42302.19,0.5942,1,sent_to_collections,1
APP-000672,CUS-00224,2023-11-04,49177.06,0.2338,0,current,0
APP-000673,CUS-00224,2023-11-05,27636.22,0.2517,2,sent_to_collections,1
APP-000674,CUS-00224,2023-11-06,19133.5,0.4348,0,current,0
APP-000675,CUS-00225,2023-11-07,21025.09,0.178,0,current,0
APP-000676,CUS-00225,2023-11-08,54146.21,0.4307,2,current,0
APP-000677,CUS-00225,2023-11-09,28530.55,0.4228,2,current,0
APP-000678,CUS-00226,2023-11-10,37661.51,0.3751,5,sent_to_collections,1
APP-000679,CUS-00226,2023-11-11,44163.39,0.4619,3,current,0
APP-000680,CUS-00226,2023-11-12,53030.02,0.2759,6,sent_to_collections,1
APP-000681,CUS-00227,2023-11-13,34519.99,0.5692,0,current,0
APP-000682,CUS-00227,2023-11-14,50232.73,0.5838,0,current,0
APP-000683,CUS-00227,2023-11-15,26889.01,0.3259,1,sent_to_collections,1
APP-000684,CUS-00228,2023-11-16,34106.0,0.4361,3,sent_to_collections,1
APP-000685,CUS-00228,2023-11-17,25311.47,0.0217,1,sent_to_collections,1
APP-000686,CUS-00228,2023-11-18,66789.1,0.4487,1,current,0
APP-000687,CUS-00229,2023-11-19,39648.66,0.4425,0,sent_to_collections,1
APP-000688,CUS-00229,2023-11-20,28776.42,0.2442,1,current,0
APP-000689,CUS-00229,2023-11-21,34249.69,0.2295,1,sent_to_collections,1
APP-000690,CUS-00230,2023-11-22,36323.57,0.3165,3,sent_to_collections,1
APP-000691,CUS-00230,2023-11-23,55008.0,0.1557,3,current,0
APP-000692,CUS-00230,2023-11-24,19574.12,0.4044,0,current,0
APP-000693,CUS-00231,2023-11-25,25166.21,0.2828,1,current,0
APP-000694,CUS-00231,2023-11-26,33855.33,0.0986,0,current,0
APP-000695,CUS-00231,2023-11-27,125434.33,0.4419,6,current,0
APP-000696,CUS-00232,2023-11-28,61701.01,0.4612,2,current,0
APP-000697,CUS-00232,2023-11-29,38171.59,0.0968,1,current,0
APP-000698,CUS-00232,2023-11-30,55292.9,0.1673,1,current,0
APP-000699,CUS-00233,2023-12-01,101300.46,0.4268,4,sent_to_collections,1
APP-000700,CUS-00233,2023-12-02,36127.7,0.3443,2,current,0
APP-000701,CUS-00233,2023-12-03,34033.96,0.3595,3,sent_to_collections,1
APP-000702,CUS-00234,2023-12-04,69242.81,0.3413,1,current,0
APP-000703,CUS-00234,2023-12-05,50130.2,0.3235,0,current,0
APP-000704,CUS-00234,2023-12-06,54290.25,0.3331,4,sent_to_collections,1
APP-000705,CUS-00235,2023-12-07,31929.96,0.2456,2,sent_to_collections,1
APP-000706,CUS-00235,2023-12-08,95405.49,0.0867,0,current,0
APP-000707,CUS-00235,2023-12-09,86622.59,0.4176,0,sent_to_collections,1
APP-000708,CUS-00236,2023-12-10,51775.72,0.2158,2,current,0
APP-000709,CUS-00236,2023-12-11,54607.71,0.3925,2,current,0
APP-000710,CUS-00236,2023-12-12,16118.66,0.3355,2,sent_to_collections,1
APP-000711,CUS-00237,2023-12-13,53474.99,0.1475,0,current,0
APP-000712,CUS-00237,2023-12-14,36777.85,0.7079,2,sent_to_collections,1
APP-000713,CUS-00237,2023-12-15,48788.87,0.1938,0,current,0
APP-000714,CUS-00238,2023-12-16,54562.75,0.2607,2,sent_to_collections,1
APP-000715,CUS-00238,2023-12-17,34420.88,0.3245,1,sent_to_collections,1
APP-000716,CUS-00238,2023-12-18,18756.27,0.1914,3,sent_to_collections,1
APP-000717,CUS-00239,2023-12-19,47360.49,0.3134,1,current,0
APP-000718,CUS-00239,2023-12-20,28749.55,0.657,1,sent_to_collections,1
APP-000719,CUS-00239,2023-12-21,34593.21,0.229,3,current,0
APP-000720,CUS-00240,2023-12-22,30576.0,0.5091,1,sent_to_collections,1
APP-000721,CUS-00240,2023-12-23,34416.51,0.1391,1,current,0
APP-000722,CUS-00240,2023-12-24,14196.0,0.0488,2,current,0
APP-000723,CUS-00241,2023-12-25,69398.89,0.5954,3,sent_to_collections,1
APP-000724,CUS-00241,2023-12-26,44981.46,0.1802,2,current,0
APP-000725,CUS-00241,2023-12-27,66179.74,0.6039,3,sent_to_collections,1
APP-000726,CUS-00242,2023-12-28,97824.35,0.2133,3,sent_to_collections,1
APP-000727,CUS-00242,2023-12-29,40544.97,0.5022,0,sent_to_collections,1
APP-000728,CUS-00242,2023-12-30,17834.74,0.5894,2,sent_to_collections,1
APP-000729,CUS-00243,2023-12-31,26842.75,0.2842,5,current,0
APP-000730,CUS-00243,2024-01-01,23315.95,0.2935,1,sent_to_collections,1
APP-000731,CUS-00243,2024-01-02,32021.29,0.1702,1,sent_to_collections,1
APP-000732,CUS-00244,2024-01-03,41599.42,0.1698,1,current,0
APP-000733,CUS-00244,2024-01-04,16301.55,0.4653,1,sent_to_collections,1
APP-000734,CUS-00244,2024-01-05,46822.26,0.6132,1,sent_to_collections,1
APP-000735,CUS-00245,2024-01-06,20339.89,0.2969,1,sent_to_collections,1
APP-000736,CUS-00245,2024-01-07,45881.37,0.5795,1,current,0
APP-000737,CUS-00245,2024-01-08,38205.28,0.4616,1,current,0
